"finding_id","compromissos_da_auditoria","classificao","nome_da_constatao","constatao","descrio_do_plano_de_recomendao","status_da_constatao","creation_date","data_acordada_inicial","data_acordada__vencimento","data_acordada_aprovada_atualmente","end_date","proprietrio_da_resposta__descoberta","tipo_de_constatao","estado_del_trabajo","negcio_associado","proprietrio_da_constatao","progresso_validado","resposta","associated_main_risk_category","root_cause_analysis","root_cause_comments","organization_of_finding_response_owner","pasta_de_constatao","id_do_trabalho","partition_0","partition_1","partition_2"
"FND-8752","BR.Parcelamento de débitos","Alto","NEKT (1B) - REC6: Deficiências no processo de Parcelamentos de Débitos e Troca de Titularidade","Os parcelamentos são registrados no sistema comercial (UE) e são aprovados automaticamente quando enquadrados na matriz de negociações definida no procedimento interno (Anexo III) . Em caso de condições excepcionais, fora da matriz, os parcelamentos necessitam de aprovação superior antes da efetiva celebração no sistema.
 Do total de 17.170, parcelamentos com transferência de dívida, registrados em 2023, os quais somam R$ 21MM, selecionamos 399 contratos de parcelamentos (223 mil), sem ocorrência de pagamento da entrada e/ou parcelas; e 44 contratos de parcelamentos (65 mil)  transferidos de uma unidade consumidora a outra, e verificamos:
•80 parcelamentos realizados em desacordo com a norma, sem lastro documental associado, com fuga de débito. Estes parcelamentos montam R$ 126mil;
•8 parcelamentos firmados com clientes em situação irregular perante a Receita Federal do Brasil, em desacordo com a norma. Estes parcelamentos montam R$ 7mil;
•10 Trocas de titularidades sem documentação suporte que comprove a posse ou propriedade do imóvel;
•4 Trocas de titularidade de UC com parcelamento em aberto e não incluso na fatura de consumo final.
 
 Dessa forma, concluímos que tanto nos processos de parcelamentos de débitos como no de troca de titularidade ocorreram descumprimento das prerrogativas definidas","NEKT (1B) - REC6: Avaliar a implementação de instituição de alçada de aprovação para os parcelamentos de débitos realizados dentro da matriz.","Implementado","2024-04-06 00:00:00.000","2024-08-30 00:00:00.000","2024-08-30 00:00:00.000","2024-08-30 00:00:00.000","2024-09-26 00:00:00.000","MONTEIRO VIEIRA, JOYCE U612111","Deficiency","Trabalho finalizado","Networks","NICOLE DE JESUS DIOGO, PAULA U497168","100%","Corrigir o risco",,,,"DEP ATENDIMENTO PRESENCIAL [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/DIRET EXPERIÊNCIA DO CLIENTE/SUP EXPERIÊNCIA DO CLIENTE]",,"AUD-1464310","2026","2","6"
"FND-6828","BR.Processo – Geração Distribuída","Baixo","NEKT (1C) - REC1: Faturamento divergente com cadastro do cliente.","O faturamento das instalações Micro e Minigeração são realizadas diretamente no sistema comercial UE. Adicionalmente a Distribuidora deve informar mensalmente a ANEEL os clientes conectados em GD no mês anterior.
 Com objetivo de verificar a integridade da base de clientes faturados, bem como, divergências na base cadastral, realizamos o relacionamento das bases em fevereiro/23 e identificamos algumas divergências, as quais apontamos a seguir:

 Possíveis impactos financeiros (faturamento)
 Possíveis impactos regulatórios (cadastro ANEEL)

 A Neoenergia Elektro identificou em 2022 a necessidade de saneamento dos dados da Base SISGD e desde então vem trabalhando na correção dos mesmos com previsão de término em set/2023. Em paralelo aos saneamentos desenvolveram uma automatização, onde o lançamento é realizado atualmente via robô evitando a digitação de dados manuais e possíveis erros. 
 Verificamos ainda que em 20/07/2023 a ABRADEE protocolou carta junto a ANEEL solicitando aprimoramento na ferramenta SISGD quanto a forma de inserção de dados, que atualmente são inseridos de forma manual para cada unidade geradora.
 As diferenças identificadas e ainda não ajustadas necessitam de análise minuciosa, uma vez que podem gerar perdas financeiras para a Distribuidora ou problemas de imagem negativa junto aos clientes atendidos.","NEKT: Realizar os ajustes necessários nos casos identificados.","Implementado","2023-07-08 00:00:00.000","2023-10-31 00:00:00.000","2023-10-31 00:00:00.000","2023-10-31 00:00:00.000","2023-10-27 00:00:00.000","TEIXEIRA DE GOES, LORENA MARQUES U456289","Deficiency","Trabalho finalizado","Networks","LOPES DO NASCIMENTO CARVALHO, JACQUELINE U465916","100%","Corrigir o risco",,,,"DEP GRANDES CLIENTES ELEKTRO [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/PRESIDÊNCIA ELEKTRO/SUP RELACIONAMENTO COM CLIENTES ELEKTRO]",,"AUD-1147514","2026","2","6"
"FND-8104","BR.Construção de Rede de Distribuição","Médio","NEKT (1D) - REC: Deficiências identificadas no encerramento de obras ","Conforme normativo DIS-NOR-049, as demandas de obras próprias ou de terceiros deverão ser fiscalizadas. A partir da Carteira de Execução, a EPS ou equipe própria executa a obra, sinalizando os serviços e materiais aplicados juntamente com registros fotográficos, mediante os quais o Agente Responsável (AR) efetua a confirmação dos materiais aplicados e serviços prestados.
 Todas as obras fiscalizadas, com identificação de não conformidade, são controladas no ACCESS juntamente com os índices IQT e ICF, assim, solicitamos o relatório das fiscalizações ocorridas em setembro/2023, para avaliar o acompanhamento e monitoramento das obras por parte dos ARs. Identificamos que os 84 projetos fiscalizados em setembro permanecem com status de “Falso” o que remete pendência na regularização do apontamento, contudo, estas fiscalizações ocorreram no final do mês e estão em tratativa na UTD.
 Adicionalmente, selecionamos uma amostra projetos para realização de inspeção in loco com o objetivo de avaliar o processo de fiscalização da execução de serviços e aplicação de materiais. Dos 6 projetos selecionados, identificamos inconformidades em 2 conforme segue:
 a) PU-00422320 - Identificamos divergência na instalação de material. Verificamos a substituição em campo de 01 (um) ""POSTE CIRCULAR CONC 12000MM 600DAN"" por 01 (um) ""POSTE CIRCULAR CONC 12000MM 1000DAN"" sem registro no sistema SAP.
 (b) PC-00417798 - Identificamos divergência na instalação de materiais e na execução de serviços. Verificamos em campo a ausência de instalação dos seguintes materiais registrados no SAP: 05 (cinco) "" HASTE ATERRAM CIRC 13,0X 2400,0MM "", 03 (três) ""PARA-RAIOS RD 12KV 10KA"" e 01 (um) ""POSTE CIRCULAR CONC 11000MM 600DAN"". Além disso, foi verificada a substituição em campo de 01 (um) ""POSTE CIRCULAR CONC 12000MM 600DAN"" por 01 (um) ""POSTE CIRCULAR CONC 12000MM 400DAN"" sem registro no SAP. Bem como identificamos pagamento e à não execução em campo dos seguintes serviços: 03 (três) ""INSTALAR PARA-RAIOS"" e 01 (um) ""INS POSTE DE CONCRETO/MADEIRA”.
 O Departamento de Unitização Medição e Contrato entende que existem controles estabelecidos,  como o inventário oficial e o inventário rotativo dos centros logísticos das EPS’s e Elektro nos quais estas divergências de matérias são sanadas.","NEKT: Estabelecer treinamento periódico dos agentes responsáveis sobre os procedimentos de fiscalização previstos em norma e formalizar as boas práticas em cartilha própria.","Implementado","2023-12-18 00:00:00.000","2024-02-23 00:00:00.000","2024-02-23 00:00:00.000","2024-02-23 00:00:00.000","2024-02-22 00:00:00.000","ROBERTO FREITAS VALADAO, PAULO U332841","Deficiency","Trabalho finalizado","Networks","NICOLE DE JESUS DIOGO, PAULA U497168","100%","Corrigir o risco",,,,"DEP CONTRATOS, LOGÍSTICA E INVESTIM ELEK [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/PRESIDÊNCIA ELEKTRO/SUP TÉCNICA ELEKTRO]",,"AUD-1147361","2026","2","6"
"FND-8720","BR.Parcelamento de débitos","Alto","NEKT (1E) - REC1: Acessos incorretos às transações de parcelamentos de débitos e troca de titularidade","O processo de Parcelamento de Débito e Troca de Titularidade  é conduzido no sistema comercial da empresa, UE. Neste sistema, os colaboradores realizam os procedimentos por meio de acessos às funções e transações específicas, as quais requerem prévia liberação de acesso.
 O acesso às transações é regulado por perfis de usuário, os quais são atribuídos com base na função. Dessa forma, a classificação das liberações das transações é realizada com base nos perfis de acesso, garantindo que cada usuário possua apenas as permissões necessárias para desempenhar suas atividades de forma eficiente e segura.
 Com o objetivo de avaliar os mecanismos de segurança referente aos acessos às redes corporativas do Grupo Neoenergia, contidas na orientação técnica DIS-OT-STM-002, quanto ao controle e monitoramento dos acessos concedidos, selecionamos relação de acesso e identificamos:
•577 usuários (244 colaboradores e 333 terceiros) com informações pessoais incompletas ou desatualizadas (nome, função, documento, e-mail...);
•52 usuários (24 colaboradores e 28 terceiros) com acessos as transações de parcelamento de débitos troca de titularidade, sem vínculo com as funções inerentes ao processo (eletricista, almoxarife, técnico de equipamento);
•11 colaboradores da Neoenergia Coelba com acesso as transações inerentes ao Sistema Comercial UE;
•40 colaboradores terceirizados com acessos ativos as transações parcelamentos de débitos e troca de titularidade, sem vínculo (desligados) com a Neoenergia Elektro;
•520 usuários com acesso ativo a transação de transferência de dívidas.
 
 Dessa forma, considerando as inconsistências identificadas, concluímos que o processo gestão das transações envolvendo o processo de parcelamento de débitos e troca de titularidade necessitam de melhorias.","NEKT (1E) - REC1: Realizar a revisão periódica das concessões dos acessos atribuídos, procedendo com as regularizações necessárias, garantindo que apenas colaboradores ativos e autorizados tenham permissão para acessar as transações específicas.","Implementado","2024-03-06 00:00:00.000","2024-07-31 00:00:00.000","2024-09-30 00:00:00.000","2024-09-30 00:00:00.000","2024-02-10 00:00:00.000","MONTEIRO VIEIRA, JOYCE U612111","Deficiency","Trabalho finalizado","Networks","NICOLE DE JESUS DIOGO, PAULA U497168","100%","Corrigir o risco",,,,"DEP ATENDIMENTO PRESENCIAL [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/DIRET EXPERIÊNCIA DO CLIENTE/SUP EXPERIÊNCIA DO CLIENTE]",,"AUD-1464310","2026","2","6"
"FND-8814","BR.Parcelamento de débitos","Alto","NEKT (1E) - REC2: Acessos incorretos às transações de parcelamentos de débitos e troca de titularidade","O processo de Parcelamento de Débito e Troca de Titularidade  é conduzido no sistema comercial da empresa, UE. Neste sistema, os colaboradores realizam os procedimentos por meio de acessos às funções e transações específicas, as quais requerem prévia liberação de acesso.
 O acesso às transações é regulado por perfis de usuário, os quais são atribuídos com base na função. Dessa forma, a classificação das liberações das transações é realizada com base nos perfis de acesso, garantindo que cada usuário possua apenas as permissões necessárias para desempenhar suas atividades de forma eficiente e segura.
 Com o objetivo de avaliar os mecanismos de segurança referente aos acessos às redes corporativas do Grupo Neoenergia, contidas na orientação técnica DIS-OT-STM-002, quanto ao controle e monitoramento dos acessos concedidos, selecionamos relação de acesso e identificamos:
•577 usuários (244 colaboradores e 333 terceiros) com informações pessoais incompletas ou desatualizadas (nome, função, documento, e-mail...);
•52 usuários (24 colaboradores e 28 terceiros) com acessos as transações de parcelamento de débitos troca de titularidade, sem vínculo com as funções inerentes ao processo (eletricista, almoxarife, técnico de equipamento);
•11 colaboradores da Neoenergia Coelba com acesso as transações inerentes ao Sistema Comercial UE;
•40 colaboradores terceirizados com acessos ativos as transações parcelamentos de débitos e troca de titularidade, sem vínculo (desligados) com a Neoenergia Elektro;
•520 usuários com acesso ativo a transação de transferência de dívidas.
 
 Dessa forma, considerando as inconsistências identificadas, concluímos que o processo gestão das transações envolvendo o processo de parcelamento de débitos e troca de titularidade necessitam de melhorias.","NEKT (1E) - REC2: Revisar os perfis de acesso com acesso à funcionalidade de parcelamentos de débitos com transferência de dívida no sistema comercial.","Implementado","2024-06-14 00:00:00.000","2024-07-31 00:00:00.000","2024-07-31 00:00:00.000","2024-07-31 00:00:00.000","2024-02-10 00:00:00.000","MONTEIRO VIEIRA, JOYCE U612111","Deficiency","Trabalho finalizado","Networks","NICOLE DE JESUS DIOGO, PAULA U497168","100%","Corrigir o risco",,,,"DEP ATENDIMENTO PRESENCIAL [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/DIRET EXPERIÊNCIA DO CLIENTE/SUP EXPERIÊNCIA DO CLIENTE]",,"AUD-1464310","2026","2","6"
"FND-8815","BR.Parcelamento de débitos","Alto","NEKT (1E) - REC3: Acessos incorretos às transações de parcelamentos de débitos e troca de titularidade","O processo de Parcelamento de Débito e Troca de Titularidade  é conduzido no sistema comercial da empresa, UE. Neste sistema, os colaboradores realizam os procedimentos por meio de acessos às funções e transações específicas, as quais requerem prévia liberação de acesso.
 O acesso às transações é regulado por perfis de usuário, os quais são atribuídos com base na função. Dessa forma, a classificação das liberações das transações é realizada com base nos perfis de acesso, garantindo que cada usuário possua apenas as permissões necessárias para desempenhar suas atividades de forma eficiente e segura.
 Com o objetivo de avaliar os mecanismos de segurança referente aos acessos às redes corporativas do Grupo Neoenergia, contidas na orientação técnica DIS-OT-STM-002, quanto ao controle e monitoramento dos acessos concedidos, selecionamos relação de acesso e identificamos:
•577 usuários (244 colaboradores e 333 terceiros) com informações pessoais incompletas ou desatualizadas (nome, função, documento, e-mail...);
•52 usuários (24 colaboradores e 28 terceiros) com acessos as transações de parcelamento de débitos troca de titularidade, sem vínculo com as funções inerentes ao processo (eletricista, almoxarife, técnico de equipamento);
•11 colaboradores da Neoenergia Coelba com acesso as transações inerentes ao Sistema Comercial UE;
•40 colaboradores terceirizados com acessos ativos as transações parcelamentos de débitos e troca de titularidade, sem vínculo (desligados) com a Neoenergia Elektro;
•520 usuários com acesso ativo a transação de transferência de dívidas.
 
 Dessa forma, considerando as inconsistências identificadas, concluímos que o processo gestão das transações envolvendo o processo de parcelamento de débitos e troca de titularidade necessitam de melhorias.","NEKT (1E) - REC3: Proceder com a atualização cadastral dos colaboradores terceiros, de maneira a garantir que cada colaborador esteja vinculado a uma conta de e-mail própria, garantindo a segurança dos acessos.","Implementado","2024-06-14 00:00:00.000","2024-03-07 00:00:00.000","2024-03-07 00:00:00.000","2024-03-07 00:00:00.000","2024-09-07 00:00:00.000","MONTEIRO VIEIRA, JOYCE U612111","Deficiency","Trabalho finalizado","Networks","NICOLE DE JESUS DIOGO, PAULA U497168","100%","Corrigir o risco",,,,"DEP ATENDIMENTO PRESENCIAL [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/DIRET EXPERIÊNCIA DO CLIENTE/SUP EXPERIÊNCIA DO CLIENTE]",,"AUD-1464310","2026","2","6"
"FND-6630","BR.Reclamação de Clientes","Baixo","NEKT (2.1) - SM: Melhoria no processo de revisão da qualidade das reclamações de 2º nível","A Unidade de Ouvidoria não dispõe de um procedimento de revisão de qualidade referente ao tratamento das reclamações recebidas em 2º nível. Questionada, informou que essa necessidade foi mapeada no Roadmap e Planejamento de 2023 com aplicabilidade para o 2º semestre.
 A realização do procedimento é importante para revisar os critérios estabelecidos para o tratamento das reclamações, realizando os ajustes necessários no processo, minimizando os equívocos de procedimento, além de propiciar o treinamento constante dos colaboradores envolvidos.
 Vale ressaltar que o procedimento de revisão de reclamações no 1º nível encontra-se suportado em norma interna especifica, assim entendemos que essa melhoria no 2º nível também deva estar oficializada.","NEKT: Estabelecer critérios para realização da avaliação qualitativa periódica no processo de tratamento das reclamações de clientes, oficializando-o em norma interna.","Implementado","2023-07-19 00:00:00.000","2023-09-29 00:00:00.000","2023-09-29 00:00:00.000","2023-09-29 00:00:00.000","2023-10-27 00:00:00.000","ALMEIDA, LIDIANE ZULIAN U457945","Opportunity","Trabalho finalizado","Networks","SILVA FERNANDES, REUSIMAR U461875","100%","Corrigir o risco",,,,"DEP GESTÃO DA RECEITA ELEKTRO [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/PRESIDÊNCIA ELEKTRO/SUP RELACIONAMENTO COM CLIENTES ELEKTRO]",,"AUD-1147534","2026","2","6"
"FND-6544","BR.Contratos EPS",,"NEKT (2B) SM1: Avaliação do processo de validação documental das obrigações trabalhistas e previdenciárias das EPS durante a vigência dos contratos","Avaliamos para diferentes competências o controle de validação da documentação trabalhista e previdenciárias exigida e identificamos:
 NEKT - 01 funcionário, da EPS LMT Energia, relacionado indevidamente como prestador de serviço da Neoenergia Elektro. Após identificação da auditoria, foi solicitada a regularização junto à EPS.","NEKT: Regularizar a situação do colaborador identificado pela auditoria.","Implementado","2023-10-07 00:00:00.000","2023-07-31 00:00:00.000","2023-07-31 00:00:00.000",,"2023-09-13 00:00:00.000","DOS SANTOS FONSECA, TACIELLY U466698","Opportunity","Trabalho finalizado","Networks","MARIA LOTT OLIVEIRA, CRISTIANE U465965","100%","Corrigir o risco",,,,"DEP REDES DISTRIBUIÇÃO [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/DIRET PROCESSOS TECNOL DISTRIBUIÇÃO/SUP REDES E SUBESTAÇÕES DISTRIBUIÇÃO]",,"AUD-1147368","2026","2","6"
"FND-6836","BR.Processo – Geração Distribuída","Médio","NEKT (3C) REC: Ausência de opção de cadastro de beneficiários por ordem e prioridade.","Conforme estabelecido no art. 14 da Lei 14300 de 2022, o consumidor gerador titular da unidade consumidora deve definir as unidades consumidoras que receberão os excedentes de energia elétrica na forma deste artigo e estabelecer o percentual que será alocado a cada uma delas ou a ordem de prioridade para o recebimento, a seu critério.
 No entanto, para a Neoenergia Elektro, verificamos que não é disponibilizado ao cliente a opção de cadastro de beneficiários por ordem de prioridade, apenas de percentuais, devido a uma limitação do sistema UE.
 Verificamos que foi aberto chamado para parametrização do sistema comercial UE com previsão de finalização para janeiro de 2024.
 Entendemos que o não cumprimento da legislação deixa a Distribuidora passível de aplicação de multas por parte do Órgão Regulador, assim como risco de imagem negativa junto a seus consumidores.","NEKT: Adotar procedimento de cadastro dos beneficiários GD por ordem de prioridade.","Implementado","2023-07-08 00:00:00.000","2024-02-29 00:00:00.000","2024-07-30 00:00:00.000","2024-07-30 00:00:00.000","2024-08-20 00:00:00.000","DOS SANTOS PESSOA, NIVIA U465854","Deficiency","Trabalho finalizado","Networks","LOPES DO NASCIMENTO CARVALHO, JACQUELINE U465916","100%","Corrigir o risco",,,,"DEP OPERAÇÃO NORTE PE [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/PRESIDÊNCIA PERNAMBUCO/SUP OPERAÇÃO LESTE PE]",,"AUD-1147514","2026","2","6"
"FND-6546","BR.Provisão para Inadimplência",,"NEKT (SM.2) - SM:  - Padronização dos critérios de provisão no sistema UE","Com relação a carteira judicial de Dez/22, contendo 4.896 faturas e R$ 211,3 MM em contas a receber, consideramos a provisão dos 69,3 MM de PECLD como satisfatória, baseado na adequação dos critérios cadastrados no sistema UE versus DIST-OT-GER-050.
 No entanto, verificamos que no momento do cadastro das faturas na carteira judicial, o campo critério é livre para digitação, não tendo uma padronização para que a justificativa dos percentuais aplicados de PECLD sejam os itens previstos na orientação técnica.","NEKT: SM.2 – Avaliar e solicitar a Gerência de TI, a automatização e padronização dos critérios de provisão da carteira judicial por meio de escolha, sem necessidade de digitação no sistema UE, para que reflita as regras definidas na OT.","Implementado","2023-10-07 00:00:00.000","2023-10-31 00:00:00.000","2023-10-31 00:00:00.000",,"2024-01-15 00:00:00.000","NUNES DE CARVALHO PATARRA, ROSANE U465880","Opportunity","Trabalho finalizado","Networks","LISI, THIAGO CESAR U454255","100%","Corrigir o risco",,,,"DEP MONITORAMENTO DE RECEBÍVEIS [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/DIRET PLAN REDES INVEST DISTRIBUIÇÃO/SUP MONITORAMENTO DA RECEITA]",,"AUD-1147528","2026","2","6"
"FND-5589","BR.Manutenção Sistema Elétrico - Cadastro","Médio","NELK (1B) - REC1: Equipamentos cadastrados no SGD sem vínculo com o respectivo projeto SAP.","Os equipamentos em serviço são cadastrados no sistema SGD – Sistema de Gestão de Dados, juntamente com seus respectivos dados de georreferenciamento, projeto e outras informações técnicas. Os registros de correção cadastral são efetuados apenas no log de modificação e não são vinculados a um projeto SAP.
 Com o objetivo de identificar o rastreamento dos equipamentos em serviço, analisamos a base de cadastro de 26.179 mil registros de equipamentos no sistema SGD, efetuados no período entre a última revisão tarifária ocorrida em 2019 até setembro/2022, e identificamos as seguintes situações:
255 equipamentos sem projeto vinculado nas bases do sistema SGD. Evidenciamos através do log de modificações do sistema que os equipamentos foram vinculados manualmente aos respectivos projetos, porém esta informação não é incluída na base de dados do sistema. De acordo com informações do Departamento de Gestão da Base de Dados da Distribuição, o SGD apresenta falhas durante a vinculação do projeto ao equipamento, gerando a ausência dessas informações em sua base;
6.507 equipamentos registrados manualmente identificados por meio do campo “Documento de Alteração Cadastral (DAC)”. Os equipamentos são conciliados, em massa, mensalmente com o SAP e não possem vínculo direto com projetos SAP.
43 equipamentos sem projeto vinculado na base do sistema nem no log de modificação.","Abrir chamado para identificação do motivo pelo qual os 43 equipamentos estão sem informação do seu respectivo histórico o SGD e efetuar a complementação da informação no sistema.","Implementado","2023-05-16 00:00:00.000","2023-02-28 00:00:00.000","2023-02-28 00:00:00.000","2023-02-28 00:00:00.000","2023-03-07 00:00:00.000","PINTON DELFINO, JONATAN U464155","Deficiency","Trabalho finalizado","Networks","SILVA FERNANDES, REUSIMAR U461875","100%","Corrigir o risco",,,,"DEP GESTÃO BASE DE DADOS DA DISTRIBUIÇÃO [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC CONTROLE PATRIM PLANEJ/SUP CORP CONTROLE ATIVOS CONFORM REGUL]",,"AUD-1147468","2026","2","6"
"FND-5590","BR.Manutenção Sistema Elétrico - Cadastro","Médio","NELK (1B) - REC2: Equipamentos cadastrados no SGD sem vínculo com o respectivo projeto SAP.","Os equipamentos em serviço são cadastrados no sistema SGD – Sistema de Gestão de Dados, juntamente com seus respectivos dados de georreferenciamento, projeto e outras informações técnicas. Os registros de correção cadastral são efetuados apenas no log de modificação e não são vinculados a um projeto SAP.
 Com o objetivo de identificar o rastreamento dos equipamentos em serviço, analisamos a base de cadastro de 26.179 mil registros de equipamentos no sistema SGD, efetuados no período entre a última revisão tarifária ocorrida em 2019 até setembro/2022, e identificamos as seguintes situações:
255 equipamentos sem projeto vinculado nas bases do sistema SGD. Evidenciamos através do log de modificações do sistema que os equipamentos foram vinculados manualmente aos respectivos projetos, porém esta informação não é incluída na base de dados do sistema. De acordo com informações do Departamento de Gestão da Base de Dados da Distribuição, o SGD apresenta falhas durante a vinculação do projeto ao equipamento, gerando a ausência dessas informações em sua base;
6.507 equipamentos registrados manualmente identificados por meio do campo “Documento de Alteração Cadastral (DAC)”. Os equipamentos são conciliados, em massa, mensalmente com o SAP e não possem vínculo direto com projetos SAP.
 43 equipamentos sem projeto vinculado na base do sistema nem no log de modificação.","Avaliar, mediante a abertura de chamado junto à TI, com o objetivo identificar o motivo da falha existente durante a vinculação dos equipamentos com o seu respectivo projeto SAP no sistema SGD, gerando a falta da informação em sua base, realizando o acompanhamento até a sua resolução.","Implementado","2023-05-16 00:00:00.000","2023-02-28 00:00:00.000","2023-02-28 00:00:00.000","2023-02-28 00:00:00.000","2023-03-07 00:00:00.000","PINTON DELFINO, JONATAN U464155","Deficiency","Trabalho finalizado","Networks","SILVA FERNANDES, REUSIMAR U461875","100%","Corrigir o risco",,,,"DEP GESTÃO BASE DE DADOS DA DISTRIBUIÇÃO [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC CONTROLE PATRIM PLANEJ/SUP CORP CONTROLE ATIVOS CONFORM REGUL]",,"AUD-1147468","2026","2","6"
"FND-5583","BR.Manutenção Sistema Elétrico - Cadastro",,"NELK (1E) - SM: (Fotovoltaicos) Ausência de registro dos dados de garantia dos equipamentos","Os dados de garantia dos equipamentos de Redes de Distribuição e Subestações são cadastrados pela Unidade Gestão Base de Dados Distribuição Elektro, no SAP PM Elektro, mediante recebimento da planilha com a relação de equipamentos enviada pelo fornecedor. O registro das informações referentes aos equipamentos fotovoltaicos é de responsabilidade da Unidade Unitização Medição Contratos Elektro, a qual recebe as informações dos fornecedores em arquivos PDF e  registra em planilha excel para serem cadastrados em massa no SAP PM no período prévio à revisão tarifária.
 Com base no relatório emitido através da transação IQ09, SAP PM Elektro, verificamos que, dos 8.692 equipamentos cadastrados na NELK, 5.121 (59%) não apresentavam o registro dos dados de garantia, sendo:
5.107 equipamentos cadastrados sem data de início e fim de garantia;
14 equipamentos cadastrados com mesma data de início e fim de garantia.
 Conforme informações da Unidade Gestão Base de Dados Distribuição Elektro, 3.775 equipamentos encontram-se com status “FABR”, não possuindo ainda esses dados para registro, e para 113 equipamentos, a ausência de registro se deu em virtude de erros operacionais e da ausência da informação na planilha enviada pelos fornecedores.
 Os 1.233 equipamentos restantes são fotovoltaicos, gerenciados pela Unidade Unitização Medição Contratos Elektro, a qual informou que os dados são acompanhados em planilha excel para serem importados em massa para o sistema SAP PM em período prévio a cada revisão tarifaria. Vale ressaltar que a planilha de controle deste registro elaborada pela área encontrava-se desatualizada, uma vez que dos 1.233 equipamentos identificados sem dados de garantia, 726 (59%) não foram identificados na planilha de controle da Unidade. De acordo com informações da Supervisão de Unitização, Medição e Contratos, os dados de garantia dos 726 equipamentos estavam registrados via relatório fotográfico.
 A Auditoria Interna entende que estas informações devem ser importadas para o SAP PM de forma tempestiva, visto o alto grau de risco do seu extravio ao longo de cinco anos, bem como em função de manter as informações atualizadas no sistema.","Registrar tempestivamente os dados de garantia diretamente no sistema SAP PM, quando do recebimento dos equipamentos, abolindo o controle manual paralelo em planilha de excel.","Implementado","2023-05-16 00:00:00.000","2023-02-28 00:00:00.000","2023-02-28 00:00:00.000",,"2023-02-05 00:00:00.000","ROBERTO FREITAS VALADAO, PAULO U332841","Opportunity","Trabalho finalizado","Networks","SILVA FERNANDES, REUSIMAR U461875","100%","Corrigir o risco",,,,"DEP CONTRATOS, LOGÍSTICA E INVESTIM ELEK [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRETORIA EXEC OPERAÇÕES/PRESIDÊNCIA ELEKTRO/SUP TÉCNICA ELEKTRO]",,"AUD-1147468","2026","2","6"
